EDRPOU,Name,Address,Contacts,KOATUU,Кількість відходів по ПЗУВ,Кількість відходів в тоннах,Відходи I класу,Відходи II класу,Відходи III класу,Відходи IV класу
35169712,"Приватне підприємство ""Бетон-Цемент""","10029,м.Житомир, проспект Незалежності, 55-Б",ellada-plus@ukr.net/0412419033,1810100000,1992.7,8.120000000000001,0.2,1.62,3.6,2.7
03753705,СІЛЬСЬКОГОСПОДАРСЬКЕТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЩЕРБАШЕНСЬКЕ»,"09714, Київська обл., Богуславський р-н, с. Медвин, вул. Олександра Василенка, буд. 1",o.martinenko@tasagro.com/(04561)5-25-42,3220688401,1992.3,150.90900000000002,0.009,3.6,0.0,147.3
03790528,"СТОВ ""Симиренківське""","19511, Черкаська область, Городищенський район, с. Мліїв, вул. Колгоспна",srimskaya@ukr.net/0473495012,7120385001,1992.08,213.16600000000003,0.266,0.8,1.02,211.08
41694520,"ТзОВ ""МАПІ.ВУД""","77202 Івано-Франківська обл. м. Болехів вул. Д.галицького, 169",mapi.wood1@gmail.com/+380966216355,2610200000,1992.0,1992.0,0.0,0.0,0.0,1992.0
33278512,"ТзОВ ""Е.ВАН ВАЙК ЛОДЖИСТИКС ЮКРЕЙН""","81131, Львівська обл., Пустомитівський р-н., с. Солонка, вул. Стрийська, 55",/0322271616,4623686601,1992.0,45.306,0.066,3.24,0.0,42.0
36330229,"ТОВ ""Перше Травня Комбікормовий завод""","Черкаська область, Черкаський район, с. Хутори, вул. Центральна, 2",v.nechaenko@avangard.co.ua/0472300020,7124988701,1991.95,26.152,0.3720000000000001,0.2,0.13,25.45
35807135,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДНІПРОВСЬКИЙ ЗАВОД СПЕЦІНСТРУМЕНТУ""","49000, Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ БУДІВЕЛЬНИКІВ, будинок 34, корпус 94 В",garasimyuka@gmail.com/+380504017299,1210100000,1991.9298000000001,482.994,0.06340000000000001,0.434,19.9068,462.58979999999997
34244835,"ТзОВ ""ВОЛИНЬ АГРО""","45763, Горохiвський район, с.Перемиль, вул.Шкiльна,10",office-vla@agroprosperis.com/(03379)98050,0720800000,1991.7,15.66,0.0,3.96,0.0,11.7
00992444,"ДП ""Бродівське лісове господарство""","80600, Львівська обл., м. Броди, вул. Низька, 15",/0326627387,4620310100,1990.9589999999998,1596.7309999999998,0.002,0.77,0.0,1595.9589999999998
24280613,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""АВТОТРАНСПОРТНЕ ПІДПРИЄМСТВО 16361""","61030, м. Харків, Основ’янський район, вул. Біологічна,4Б",atp163961@gmail.com/0577330426,6310138800,1990.913,34.9885,0.3025,0.45,4.473,29.763
41203184,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕЛ ПІ ДЖІ РІТЕЙЛ""","01133, м.Київ, вул.Євгена Коновальця, буд.36, приміщення 45А",/057-728-20-09,6310138800,1990.865,1852.557,0.020999999999999998,0.05,0.171,1852.315
36211183,Товариство з обмеженою відповідальністю «СТЕЙКАГРО»,"08413, Київська обл., Переяслав-Хмельницький район, с. Гланишів, вул. Весняна, 8з",infostakeagr@gmail.com/(04567)5-16-31,3223381101,1990.4060000000002,349.2003,0.0743,1.6,9.620000000000001,337.906
00435560,"ПрАТ ""Спеціалізоване автотранспортне підприємство - 0904""","03151, м. Київ, проспект Повітрофлотський, 72",catp0904@ukr.net/249-02-51,8038900000,1990.25,463.579,0.17400000000000004,0.0,13.405,450.0
23092789,"Фермерське господарство ""Красляни""","26200,Кіровоградська обл., м.Мала Виска, вул. 20 років Жовтня, 23",kraslyany@ukr.net/0525851189,3523110100,1990.166,1443.383,0.0,0.9900000000000001,1.077,1441.316
05401548,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ПАРК-АВТО""","61051, м. Харків, вул.Клочківська, 370",/337-81-19,6310136300,1990.0,490.3,0.3,0.0,0.0,490.0
40127187,"КП ""Долинське"" Долинської сільської ради","70420, Запорізька обл., Запорізький р-н, с. Долинське, вул. Центральна, буд. 36",yuramironenko87@gmail.com/(061)2875498,2322183501,1990.0,1990.0,0.0,0.0,0.0,1990.0
32719869,Товариство з обмеженою відповідальністю “Амальгама Люкс”,"54017, м. Миколаїв, вул. Громадянська 119, офіс 109",office@amalgamalux.com/(0512)47-53-16,4810136300,1989.933,194.91,0.32799999999999996,0.23100000000000004,0.8180000000000001,193.53300000000002
03731276,"Фермерське господарство ""Лан-П""","22232, Вінницька область, Погребищенський район, село Дзюньків",Fglan_p@ukr.net/0974474933,0523481800,1989.29,1909.42,0.0,0.0,1.63,1907.79
34893917,"Товариство з обмеженою відповідальністю ""ТОМАКІВСЬКИЙ ЗАВОД ЛИТОЇ ТАРИ""","53500, смт.Томаківка,Дніпропетровська обл., вул.Міжколгоспбудна,32",6346954vs@gmail.com/(067)634-69-54,1225455100,1989.1799999999998,1900.523,0.006,0.11,0.07700000000000001,1900.33
05496780,Київський міський пологовий будинок No2,"вул. Мостицька, 11, м.Київ-74, 04074",kmpb2@ukr.net/432-45-36,8038500000,1988.4,147.84550000000002,0.0655,0.0,30.880000000000003,116.9
39044726,"Товариство з обмеженою відповідальністю ""Гідротехцентр""","79040, Львівська обл., м. Львів, вул. Курмановича, буд. 2",08041988v@ukr.net/0504328592,4610136300,1987.16,32.1162,0.0512,3.4050000000000002,0.0,28.659999999999997
01994391,Комунальний заклад «Вишгородська центральна районна лікарня»,"07300, Київська обл., Вишгородський р-н., м. Вишгород, вул. Кургузова, 1",yulschka-93@mail.ru/098 616 44 23,3221810100,1986.7199999999998,297.5579,0.3379,0.0,0.0,297.22
30130518,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГАЯ-АГРО""","37840 Полтавська обл.,Хорольський Район, с.Мелюшки",tovgayaagro@ukr.net/0956572954,5324882611,1986.415,82.078,0.282,0.976,0.155,80.66499999999999
06654613,"Товариство з обмеженою відповідальністю ""Фірма РЦСІ, ЛТД""","61166, м. Харків, вул. Бакуліна,4, Шевченківський район",/(057)719-46-96,6310136300,1986.2350000000001,55.55500000000001,0.352,0.33999999999999997,0.027999999999999997,54.835
21448070,"Державне підприємство ""Путильське лісове господарство""","59100, Чернівецька обл., смт.Путила, вул.Українська, 86",dpputlg@ukr.net/(03738) 21878,7323555100,1985.8200000000002,1142.627,0.007,1.6,0.2,1140.8200000000002
41710809,Дочірнє підприємство «СК ОМЕГА - 2 ЛОГІСТИК»,"01033, м. Київ, вул. Саксаганского, 36 літера Б",foschan@dragon-capital.com/050-446-66-31,3210600000,1985.15,28.0415,0.3915,0.0,0.0,27.65
38562371,"ТОВ ""АМЕТИСТ-ОЛЕ""","11031, Житомирська обл., Олевський р-н., с. Рудня-Бистра, вул. Автомобільна, б.2",ametist-viktoria@ukr.net/096-3560475,1824410100,1985.05,31.607000000000003,0.04,0.737,28.28,2.55
20947701,"Державне підприємство ""Хлібна база No 77"" Державного агенства резерву України","67200, Одеська обл., Іванівський р-он, смт. Іванівка",/0485431421,5121855100,1984.992,1263.4759999999999,0.013999999999999999,1.07,2.4,1259.992
38454526,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БЛІК ЦЕНТР»,"03150, .Київ, вул. Казимира Малевича, будинок 86, ЛІТ. Е",anelya.lev@gmail.com/067-854-35-32,8036100000,1984.4,114.774,0.374,0.0,0.0,114.4
33266292,ТОВ «АЙС ТЕРМІНАЛ».,"07442, Київська обл., Броварський р-н, смт. Велика Димерка, вул. Броварська, 152.",v.alkema@fseafood.com/+380444958800,3221255200,1983.0,313.82,0.3,0.32,0.2,313.0
40114618,ТОВ «ЕСКАДРА ТРЕЙД»,"07442, Київська обл., Броварський р-н, смт. Велика Димерка, вул. Броварська, 152",v.alkema@fseafood.com/067-223-63-46,3221255200,1983.0,313.82,0.3,0.32,0.2,313.0
24607913,"Царичанська дільниця Новомосковського УЕГГ ПАТ ""Дніпропетровськгаз""","51000,Дніпропетровська обл., смт.Царичанка, вул.Комсомольська,75-б",Olena.Volohzhyna@dpgaz.com.ua/067-610-74-56,1225655100,1982.8214,291.7452,0.1558,1.606,2.262,287.7214
39878629,"ТОВ ""ТБ Фрут Капітал""","81500, Львівська обл., Городоцький р-н., м. Городок, вул. Артищівська, буд. 9, корпус 1",/0673388270,4620910100,1979.021,1267.5859999999998,0.04,1.025,0.0,1266.521
30377848,"Товариство з обмеженою відповідальністю ""Дослідне випробувально-виробниче підприємство ""Променергоремонт""","61004, м.Харків, Новобаварський р-н, вул.Конєва, 21",/777-04-51,6310137900,1978.5600000000002,75.964,0.21300000000000002,0.32200000000000006,13.818999999999999,61.61
32808602,"Товариство з обмеженою відповідальністю ""Сатурн-1""","64324, Харківська область, Ізюмський район, с.Чистоводівка, вул.Залізна, 11",/05743-5-20-00,6322888501,1978.04,67.76,0.24,1.2,2.28,64.04
25492990,"ТОВ ""Агро-Континент""","70224, Запорізька область, Гуляйпільський район, с. Верхня Терса, вул. Центральна, 78",agrokontinent.gp@gmail.com/0614595121,2321880501,1977.9119999999998,1214.04,0.056,0.632,3.44,1209.9119999999998
02007087,Миколаївський обласний клінічний госпіталь ветеранів війни Миколаївської обласної ради,"54058, м. Миколаїв, вул. Київська, 1",giov2006@ukr.net/(0512)41-19-74,4810136300,1977.5750000000003,1029.9344999999998,0.17650000000000002,0.0,1.3330000000000002,1028.425
31200837,Товариство з обмеженою відповідальністю «Призма-14»,"Київська обл., Тетіївський район, село Кашперівка, вул. Богдана Хмельницького, будинок 30",matri-eco@ukr.net/0456051832,3224683600,1977.0,1977.0,0.0,0.0,0.0,1977.0
36949272,"ПП ""ЖЕРМ""","12323, Житомирська обл, Черняхівський р-н, с. Федорівка, вул. Молодіжна, 14",zherm.o@ukr.net/0413495610,1825687903,1976.7,9.061,0.151,1.9100000000000001,5.3,1.7
25680639,Київська міська клінічна лікарня No 12,"01103, м. Київ, вул. Підвисоцького, 4а",kmkl12@ukr.net/528-33-25,8038200000,1976.22,577.3999999999999,0.18,1.0,0.0,576.22
03339851,"ЛКСП""Лисичанськводоканал""","м. Лисичанськ, вул. ім. В. Сосюри, 168",ekolog_vodokanal@ukr.net/(06451)7-51-44,4411800000,1976.204,830.8514,0.216,0.1314,0.0,830.5039999999999
34701481,"ТОВ ""Море-2007""",м.Дніпро вул. Універсальна б.1 прим. 17оф.5,anisimov@snackprod.com/067-388-6794,1213000000,1975.4775,905.2248,0.2103,0.0,0.387,904.6275
13976168,"ТзОВ ""Рембудсервіс""","Рівненська обл., Березнівський р-н смт Соснове, вул.Кологоспна,14",chubataolya@rambler.ru/0985561198,5620455700,1975.1999999999998,1975.1999999999998,0.0,0.0,0.0,1975.1999999999998
00992556,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ВОЗНЕСЕНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","56541, Миколаївська обл., Вознесенський р-н.,с. Бузьке, вул. Марїна роща,3",vozleshos@ukr.net/(05134)5-53-45,4822080801,1975.0260000000003,944.0140999999999,0.0021,1.616,4.37,938.0260000000001
39143745,"ТОВ ""Група рітейлу України""","03035, м.Київ, вул.Кудряшова, 20 А",alina.buliga@cv.1.icaravan.com.ua/(0372) 587970,7310136900,1975.0,395.316,0.316,0.0,0.0,395.0
31599143,ФГ «Олімп»,"23444, Вінницька обл., Мурованокуриловецький р-н, с. Степанки, вул. Шевченка, 2",fgolimp@ukr.net/0435635947,0522887801,1974.6709999999998,974.3783000000001,0.0063,1.2000000000000002,7.551,965.6209999999999
35771853,"ТОВ ""Прага Уж""","м. Ужгород, вул. Верховинська, 38",ilto.vadim@gmail.com/0312640764,2110100000,1974.0,849.2249999999999,0.22499999999999998,0.0,0.0,849.0
22078853,"ТОВ ""Тріо-Транс""","88000, м. Ужгород, вул. Гранітна, 6",triotrans@i.ua/0312668312,2110100000,1973.382,875.988,0.009000000000000001,2.0940000000000003,0.153,873.732
40802156,"ТОВ ""МЕТАЛОГАЛЬВА""","м. Черкаси, проспект Хіміків, 74",larisariabenko@ukr.net/0984395147,7110136400,1971.025,951.9409999999999,0.186,0.01,1.72,950.0250000000001
31940888,"Товариство з обмеженою відповідальністю ""АКСІОМА""","61058, Харківська обл, м. Харків, вул. Данилевського, буд.18",/0577602611,6310137500,1970.42,1620.4899999999998,0.07,0.0,0.0,1620.42
05416745,Комунальне підприємство по утриманню зелених насаджень Оболонського району м. Києва,"04073, м. Київ, пр.С. Бандери (Московський), 26А",kp_po_uzn@ukr.net/418-61-49,8038000000,1970.0,1436.84,0.04,0.0,6.8,1430.0
21680915,"ПрАТ ""По виробництву інсулінів ""ІНДАР""","02099, м. Київ, вул. Зрошувальна, 5",info@indar.com.ua/(044)566-35-12,8036300000,1969.9940000000001,159.035,0.047,2.12,10.574000000000002,146.29399999999998
30657530,"ТзОВ ""Успіх БМ""","79035, м. Львів, вул. Виговського, 42/56",yspixbm@ukr.net/2702150,4610136800,1968.86,23.66,0.0,3.8,1.0,18.86
32394598,ТОВ «Одеський олійноекстракційний завод»,"65007, м. Одеса, вул. Мечникова, б.132",omez@omez.od.ua/(048) 777-71-1,5110137300,1968.09,765.39,0.24,0.0,0.06,765.09
30913392,"СТОВ ""Кіровоградське""","26245, Кіровоградська область, Маловисківський район, с. Плетений Ташлик",30913392kir@ukr.net/0525854562,3523185201,1964.624,1634.0269999999998,0.0,0.62,0.433,1632.9739999999997
20084335,Державне науково-виробниче підприємство “Геосистема”,"21027 ,Вінницька обл., м. Вінниця, вул. 600-річчя,25.",info@vingeo.com/46 65 19,0510100000,1963.77,207.16899999999998,0.34299999999999997,0.0,0.856,205.97
00687310,"ТОВ ""Міжгосподарський комбікормовий завод""","37661, Полтавська обл., Миргородський р-н, с. Білики, вул. Леніна, 46",mkz@ukr.net/80535540128,5310900000,1963.51,34.912,0.309,0.5,2.743,31.36
33285430,"ТОВ ""Джентерм Україна""","90300, м. Виноградів, вул. Вакарова, 13",arina.mizun@gentherm.com/0953504291,2121210100,1962.93,100.66380000000001,0.12,0.9222,16.3716,83.25
33586107,"ТОВ ""ЧКЗ""","14007, м.Чернігів, пр-т Миру, буд.312, корп.10",forging@ukr.net/(04622) 53470,7410136300,1962.8400000000001,77.918,0.208,1.62,0.75,75.34
00495817,Верхняцька дослідно-селекційна станція Інституту біоенергетичних культур і цукрових буряків Національної академії аграрних наук України,"20022 Христинівський район, смт. Верхнячка, вул. Шкільна, 1",vdss2017@ukr.net/0474594431,7124655000,1962.31,9.81,0.33,0.6,0.07,8.81
32599542,"Фермерське господарство ""Київська Русь""","23326 Кіровоградська область Олексадрівський район село Красносілля вулиця Леніна, 2- Д",rus2003@ukr.net/0985339497,3520584001,1961.9920000000002,1810.7312000000002,0.0012,0.188,1.05,1809.4920000000002
00494427,БІЛОЦЕРКІВСЬКА ДОСЛІДНО-СЕЛЕКЦІЙНА СТАНЦІЯ ІНСТИТУТУ БІОЕНЕРГЕТИЧНИХ КУЛЬТУР І ЦУКРОВИХ БУРЯКІВ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ,"09176, Київська область,Білоцерківський район, с. Мала Вільшанка, вул. Центральна, 1",bcdsscbuaanzvit@bk.ru/(04563)2-54-95,3220483301,1961.4,27.244,0.004,3.4,4.4399999999999995,19.4
35835822,"ТОВ ""Стивідорна компанія Нікмет-Термінал""","54002 м.Миколаїв, вул Суднобудівельників, 7",Oksana.Kalita@arcelormittal.com/0975171532,4810136300,1960.624,808.3000000000001,0.19,0.016,3.97,804.124
01565112,Товариство з обмеженою відповідальністю «Торговий комплекс «Борщагівський»,"03170, м. Київ, Святошинський район, вул. Зодчих, 58-А",b_t_k@i.ua/044-274-13-08,8038600000,1959.8200000000002,1959.8200000000002,0.0,0.0,0.0,1959.8200000000002
22402928,"Спільне підприємство ""Бориславська нафтова компанія""","Львівська обл., м. Борислав, вул. Шкільна, 28А",oilcompany@ykr.net/0324842783,4610300000,1959.2995,386.0504,0.0469,0.884,18.32,366.79949999999997
36273407,"ТОВ ""АВТОСИМЕТРІЯ""","03151, м. Київ, вул. Народного Ополчення, 26 а",sto@autosim.com.ua/044-520-53-00,8038900000,1958.92,226.111,0.07100000000000001,0.0,28.119999999999997,197.92
30800239,"Фермерське господарство ""ПЛОВ""","28212 Кіровоградська обл. Новгородківський р-н с. Новоандріївка вул. Центральна,8",fgplov@ukr.net/0962155179,3523483601,1957.05,308.322,0.0,3.2150000000000003,0.907,304.20000000000005
32566564,"Товариство з обмеженою відповідальністю ""Салтівський м’ясокомбінат""","61176, м. Харків, Немишлянський район, вул. Краснодарська,171Б",/0577118515,6310138500,1956.44,789.9110000000001,0.231,0.0,0.24,789.44
35193200,"ТОВ ""АСТРО-СЕРВІС""","78200, м. Коломия, вул. П. Козланюка, 3",Snizhana.Buryak@cadoganpetroleum.com/(03433)6-12-52,2610600000,1955.4540000000002,1216.316,0.030000000000000002,0.5,6.932,1208.8540000000003
02221171,Київський зоологічний парк загальнодержавного значення,"04116, м. Київ, пр. Перемоги, 32",office@zoo.kiev.ua/277-47-69,8039100000,1955.363,1230.6110000000003,0.14,0.0,0.508,1229.9630000000002
32414121,"Селянське (фермерське) господарство ""Елітне""","64630, Харківська область, Лозівський район, с. Артільне, вул.Шкільна,39",/05745-6-31-25,6323980501,1955.13,114.75,0.24,1.11,1.77,111.63
32791788,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АНКОМТЕХ""","08131, Київська обл., Києво-Святошинський р-н, с/ СофіївськаБорщагівка, провулок Чорновола, 1",ankomtech@ankomtech.com/044-536-92-05,3222486201,1954.5,36.120000000000005,0.03,0.0,36.09,0.0
38620360,"ТОВ ""ВІП -АГ""","04112, вул. Оранжерейна, 3, літ.П",sto@vip-ag-com.ua/044-490-94-31,8039100000,1953.7,179.632,0.07200000000000001,0.0,28.86,150.7
31489636,"ТОВ ""ВП ""УКРДРЕВ""","м.Черкаси, вул.А.Корольова, 11",ukrdrev@ukrdrev.com/+380472654516,7110136700,1953.689,1311.664,0.125,0.0,0.35000000000000003,1311.189
05763435,"ТДВ ""Київський експериментальний машинобудівний завод ""СТЕНД""","03040, м. Київ, вул. Васильківська, 14",ARENDA.STEND@GMAIL.COM/044-257-22-40,8036100000,1953.35,575.21,0.26,0.0,1.6,573.35
34078038,"ТзОВ ""Тайко Електронікс Юкрейн Лімітед""","вул. Марковецька,3, с. Микитинці, м. Івано-Франківськ, 76494",mykhailo.khtema@te.com/(0342)71-91-93,2610193001,1953.2079999999999,610.431,0.224,0.36500000000000005,0.8340000000000001,609.008
2012000919,Фізична особа-підприємець Жук Віталій Миколайович,"62203, Харківська область, Золочівський район, смт. Золочів, вул. Разіна, 5-А",/05764-5-05-29,6322655100,1953.0,44.208,0.168,1.5,6.539999999999999,36.0
07928461,Квартирно-експлуатаційний відділ м. Хмельницький,"29006, м. Хмельницький, вул. Ціолковського, буд. 3/1",hmkev@meta.ua/647150,6810100000,1952.6,962.798,0.198,0.0,0.0,962.6
30136293,"ПРИВАТНА КОМЕРЦІЙНО-ВИРОБНИЧА ФІРМА ""ОЛІМПІЯ""","62481, Харківська область, Харківський район, смт. Рогань, вул.Харківська, буд.5А",/057-756-41-80,6325158500,1952.261,21.4585,0.3525,0.31000000000000005,0.28500000000000003,20.511000000000003
42427142,"Комунальне некомерційне підприємство ""Київський міський центр крові"" виконавчого органу Київської міської ради (КМДА)","вул. Максима Берлиснького, 12, м. Київ, 04060",D4529758@ukr.net/044405466,8039100000,1952.15,40.455,0.20500000000000002,0.0,18.1,22.15
30808396,ПП ДОВІРА,"23551 ,Вінницька обл.,Шаргородський р-н., с.Зведенівка ,вул. Мічуріна 48",dovira_bmg@ukr.net/04344-24142,0525382000,1951.0500000000002,11.1127,0.0047,3.316,5.342,2.45
20003383,Військова частина Р-9521,"04050, м. Київ, вул. Глибочицька, 48/52",vasya_ua90@mail.ru/044-512-32-33,8039100000,1950.6,550.88,0.28,0.0,0.0,550.6
38029555,"Товариство з обмеженою відповідальністю ""ДиканькаМлин""","38500, Полтавська область, смт. Диканька, Бузкова, 21",glavbuhDM@gmail.com/(05351) 91589,5321055100,1950.2799999999997,690.5319999999999,0.252,0.0,0.0,690.28
01999595,3 - я міська клінічна поліклініка м. Полтава,36004 м. Полтава пров. Рибальський 10 - В,Poltava_3poliklinika@ukr.net/688981,5310136700,1949.7650000000003,342.2,0.315,0.06,0.06,341.765
03447820,"Філія ""Старокостянтинівський райавтодор"" Дочірнього підприємства ""Хмельницький облавтодор"" Відкритого акціонерного товариства ""Державна акціонерна компанія ""Автомобільні дороги України""","31100, Хмельницька обл., м. Старокостянтинів, пров. Матросова, 64/5",rauavtodor@ukr.net/(03854)32344,6810800000,1949.6240000000003,24.2008,0.008799999999999999,3.738,0.33,20.124000000000002
00444582,"Товариство з обмеженою відповідальністю ""Ямпільський маслосирзавод""","Вінницька обл., м.Ямпіль, вул.Гоголя, 169",ymsz@ukr.net/0433621556,0525610100,1949.2069999999999,213.6214999999999,0.013500000000000002,3.244,1.0070000000000001,209.35699999999994
32830051,"ТОВ ""Капітальні інвестиції""","04050, м. Київ, вул. Глибочицька, 33-37",was@ua.fm/044-247-45-31,8039100000,1949.0400000000002,1484.133,0.09300000000000001,0.0,0.0,1484.0400000000002
19134105,"Державна організація ""АВТОБАЗА ДЕРЖАВНОГО УПРАВЛІННЯ СПРАВАМИ""","04071, м. Київ, вул. Петрівського, 12-28",0443836290@ukr.net/044-417-06-09,8039100000,1949.03,301.949,0.24,0.0,9.128999999999998,292.58000000000004
37017203,"Товариство з обмеженою відповідальністю ""ТМ Насолода""","м. Хмельницький, вул. Курчатова, 6/5",ekoevante@gmail.com/0677778089,6810100000,1947.629,21.988,0.0,3.859,0.0,18.129
31529081,Комунальне підприємство «Міськводоканал»,"56100, Миколаївська обл., Баштанський р-н, м. Баштанка, вул. Ювілейна, буд. 1",vod.bashta@ukr.net/067-512-19-75,4820610100,1947.5385,1856.8134999999997,0.0,0.139,0.436,1856.2385
04529370,Товариство з обмеженою відповідальністю «Агрофірма «Левада»,"09134, Київська обл., Білоцерківський район, с. Храпачі, вул. Шкільна , 23",Levada_zvit@meta.ua/04563 29041,3220488601,1947.516,343.55800000000005,0.0,2.4599999999999995,7.6819999999999995,333.416
20415128,"Мале приватне підприємство ""ІЛОНА""","12501, м. Коростишів, вул. Суворова, 79 (факт.адр: с.Рудня Шлчхова, Хорошівський р-н Житомирська обл",karier.ilona@gmail.com/0969664057,1821155102,1946.1217000000001,11.363700000000001,0.255,1.087,2.4000000000000004,7.621700000000001
00292379,Приватне Акціонерне Товариство «Жежелівський карʾєр»,"22116, Вінницька обл., Козятинський р-н, с. Жежелів, вул. Кар'єрна, 1-В",zezeliv.karer@mineral.eu/067-411-44-57,0521481803,1945.83,950.3097,0.011699999999999999,1.7700000000000002,1.098,947.4300000000001
08680709,"ДП ""П-во Державної кримінально-виконавчої служби України (No46)","Рівненська обл, Сарненський р-н, с.Катеринівка",katerunivkavk@kvs.gov.ua/3655 78 2 64,5625485403,1945.78,1406.1130000000003,0.083,0.25,0.0,1405.78
32282203,"ТОВ ""АГРО-РЕГІОН""","13126, Житомирська область, Любарський район, село Великі Деревичі, вулиця Кононка, 12",v.chepurna@arg.com.ua/04147-96641,1823181800,1945.505,21.943199999999997,0.1,2.7512,1.0370000000000001,18.055
31007137,"ДСП "" Агрокомплекс ""","20746, Черкаська область, Смілянський район, с. Березняки, вул. Химичів, 1а",Wadimych@ukr.net/+380635329960,7123781001,1945.1,16.669,0.14,2.433,0.296,13.799999999999999
04199561,"КУ ""Петрівський РЦОЗОО"" Петрівської районної ради Кіровоградської області","28300 Кіровоградська область Петрівський район смт Петрове вул.Каштанова,5",inbox4@petrovo.kr-admin.gov.ua/05237 9-70-67,3524955100,1945.1,434.422,0.302,0.0,0.02,434.1
02144163,Відділ освіти Петрівської райдержадміністрації,"28300 Кіровоградська обл., смт Петрове, вул. Каштанова,5",inbox4@petrovo.kr-admin.gov.ua/0237 970-68,3524955100,1944.05,438.371,0.301,0.0,0.02,438.05
35827005,"КЗ ""Славутська обласна туберкульозна лікарня""","30069, Славутський р-н, с. Стригани, вул. Г.Охман, 1А",ekoevante@gmail.com/0677778089,6823984002,1942.7930999999999,212.9534,0.3123,0.326,0.12200000000000001,212.19310000000002
25240544,"ТзОВ ""Комунальник 1""","82400, Львівська обл., м. Стрий, вул. Нижанківського, 50",komunalnyk@gmail.com/0671392748,4611200000,1942.29,32.617,0.0,3.827,0.0,28.79
33561148,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""САНОІЛ-ТРАНС"" ( ТОВ ""САНОІЛ- ТРАНС"" )","70605, Запорізька обл., Пологівський район, місто Пологи, ВУЛИЦЯ ЧКАЛОВА, будинок 38",viginjiniring@gmail.com/0509559882,2324210100,1942.15,83.71799999999999,0.013000000000000001,2.21,14.094999999999999,67.4
40673033,"Державне підприємство ""Головинський кар'єр""","12325, Житомирська обл., смт. Головине, вул. Адміністративна, буд.8",golovino033@ukr.net/0674104777,1825655500,1942.05,1305.436,0.05,0.692,0.8440000000000002,1303.85
14308351,"Рубіжнянський казенний хімічний завод ""Зоря""","93001,м.Рубіжне,вул.Заводська,1",gna@zaryachem.com/0645393756,4412500000,1942.002,1942.002,0.0,0.0,0.0,1942.002
32483848,"ТзОВ ""НІКО-ЗАХІД""","79019, м. Львів, вул. Липинського, 50 Б",/2989551,4610100000,1941.021,216.327,0.183,1.6229999999999998,0.0,214.52100000000002
38806904,"ТОВ ""Медичний центр ""Добробут - Стаціонар""","02068, м. Київ, вул. Драгоманова, 21-А",vatsenyuk.I@med.dobrobut.com/044-495-28-88,8038900000,1940.4000000000003,438.408,0.24,0.0,6.168000000000001,432.0
31855997,"Селянське (фермерське) птахогосподарство “ДОБРОБУТ""","07534 Україна, Київська область. Баришівський р-н. с.Садове, вул. Садова, 1 Електронна",sfpg-dobrobut@rambler.ru/(045) -20626,3220200000,1939.42,1939.42,0.0,0.0,0.0,1939.42
38328468,Товариство з обмеженою відповідальністю «Жмеринський елеватор»,"23100 Вінницька обл. м. Жмеринка, вул. Чернишевського, 42",nklepach@agroprosperis.com/(04332) 52618,0510300000,1939.3580000000002,1732.988,0.015,0.225,0.39,1732.3580000000002
13635697,"ТОВ ""ГІСТАЛ""","пр. Моторобудівників, 34, м. Запоріжжя, 69068",gistal@ukr.net/(097)05980504,2310137500,1939.0,1939.0,0.0,0.0,0.0,1939.0
01999141,"Комунальний заклад ""Полтавський обласний клінічний госпіталь для ветеранів війни"" Полтавської обласної ради","м. Полтава, вул. Миколи Дмітрієва, 5",givpolt@gmail.com/+380532227608,5310137000,1938.2,666.6570000000002,0.121,1.3359999999999999,0.0,665.2
30550039,"ТОВ ""Свєтпринт""","03680, м. Київ, вул. Пшенична, 8",svetprint@gmail.com/044-537-29-90,8038600000,1937.72,851.8000000000001,0.08,0.0,14.0,837.72
23325414,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ КОМЕРЦІЙНО-ВИРОБНИЧА ФІРМА ""РОМА""","64107, Харківська обл, м. Первомайський, вул. Шевченка, буд.24",info@roma.kharkiv.ua/0574831110,6311500000,1937.436,932.8199999999999,0.17800000000000002,0.2,0.306,932.136
