EDRPOU,Name,Address,Contacts,KOATUU,Wastes_pzuv, Wastes_tonnes,amount_I,amount_II,amount_III,amount_IV
25560802,"ПАТ ""Укртрансгаз"" філія УМГ ""Львівтрансгаз"" Бібрське ЛВУМГ Бібрський проммайданчик","01021, м. Київ, Кловський узвіз, 9/1",borsuk-ua@utg.ua/23143290,4600000000,1884.8870000000002,42.417,0.018000000000000002,3.512,0.0,38.887
14308227,"ТзОВ ""Темара""","82400, Львівська обл., м. Стрий, вул. Промислова, 7",/03245539162,4611200000,1882.563,20.0596,0.0816,2.915,0.0,17.063
01268101,"ПрАТ ""Львівський завод залізобетонних виробів No2""","79024, м. Львів, вул. Польова, 44",/03229200808,4610137200,1882.04,671.6275,0.0375,2.0500000000000003,0.0,669.54
00846139,"ПАТ ""Птахофабрика ""Ражнівська""","80630, Львівська обл., Бродівський р-н., с. Заболотці",/0326636181,4620300000,1872.478,1872.478,0.0,0.0,0.0,1872.478
34532720,"ТзОВ ""НОТІС-2006""","01030, м. Київ, вул. Богдана Хмельницького, буд.1 літера Б, оф.9",/0324771348,4611500000,1869.1409999999998,569.4010000000001,0.26,0.0,0.0,569.1410000000001
02174626,"ДП ""Львівський державний цирк""","м. Львів, вул. Городоцька, 83",lvivcirk@gmail.com/(032)239-97-03,4610136600,1867.72,5.705,0.36000000000000004,0.125,0.0,5.22
32216654,"ДП ""ЮГТ УКРАЇНА""","Львівська обл., м. Дрогобич, вул. Самбірська, 85",/03244450664,4610000000,1855.4,655.6400000000001,0.24,0.0,0.0,655.4
23955204,"ТОВ ""КОМПАНІЯ ЕНЕЙ""","80383, Львівська обл., Жовківський р-н., с. Малехів, вул. Л. Українки, 47",/0322590590,4622785701,1853.7320000000002,183.08,0.0,3.348,0.0,179.732
40512377,"Філія Товариства з обмеженою відповідальністю ""ЛК Юкрейн Груп"" ""Краснянський елеватор""","80560, Львівська область, Буський район, смт. Красне, вул. Колеси, 9",r.fentsyk@mhp.com.ua/0673414311,4620655300,1838.933,1627.3138,0.0048000000000000004,0.376,0.0,1626.933
40414498,"ТзОВ ""ТБ Інжиніринг""","м.Львів, вул. Львівська, 274а",v.ratnov@tbpakc.com.ua/067-33-88-270,4620910100,1820.0919999999999,382.92870000000005,0.1157,1.7209999999999999,0.0,381.092
31742132,"ПП ""Агротем""","82427, Львівська обл., Стрийський р-н., с. Добряни",/024540414,4625381001,1815.422,323.41200000000003,0.0,2.99,0.0,320.422
00200217,"ТзДВ ""Пластик""","79035, м. Львів, вул. Січинського, 5",miligula@ukr.net/(032)270-74-24,4610136800,1814.2,37.436,0.036000000000000004,3.2,0.0,34.2
30542536,"ФГ ""ЛІМ""","80406, Львівська обл, Камянка-Бузький р-н, с.Товмач, вул.Шашкевича 1а",fglim@ukr.net/0325424618,4622182600,1811.9,15.5,0.0,3.6,0.0,11.9
14293158,"ДП ""Стрийський комбінат хлібопродуктів No1"" ДАРУ","8240 Львівська обл.м.Стрий вул.Грабовецька,2",strkhp1@ukr.net/0995253342,4611200000,1801.23,602.19,0.16,0.8,0.0,601.23
05468417,"ПрАТ ""ВАТ Калина""","80100 Львівська обл., м. Червоноград, вул. Богуна, 1.",kaluna_zez@groza.com.ua/0504305707,4611800000,1800.0,80.344,0.344,0.0,0.0,80.0
03114879,"ТзОВ ""Самбірське автотранспортне підприємство-14608""","81438, Львівська обл., Самбірський р-н., с. Новосілки-Гостинні, вул. Нова, 12",/0672705671,4624288601,1783.4,26.65,0.03,3.2199999999999998,0.0,23.4
31228240,"Товариство з обмеженою відповідальністю ""Агро-Інвест""","80100 Львівська область, м. Червоноград, вул. Львівська, 19",roman100@meta.ua/03249 4-60-70,4611800000,1763.025,1363.5010000000002,0.036000000000000004,0.44000000000000006,0.0,1363.025
03114848,ТзОВ Фіакр-Львів,"79018,м.Львів,вул.Федьковича,34 б",fiakr@ukr.net/238-24-10,4610136900,1757.74,92.71099999999998,0.096,2.375,0.0,90.24
37278500,"ТзОВ ""Агролайф транссервіс""","81151, Львівська обл., Пустомитівський р-н., с. Давидів, вул. Львівська , 2а",/0322277619,4623682401,1757.1100000000001,1757.1100000000001,0.0,0.0,0.0,1757.1100000000001
00222278,"ТзОВ ""Львівський завод фрезерних верстатів""","79035, м. Львів, вул. Зелена, буд. 149",/0000000,4610136800,1742.7,481.81800000000004,0.099,1.5150000000000001,0.20400000000000001,480.0
00992384,"ДП ""Славське лісове господарство""","82660, Львівська обл., Сколівський р-н., смт. Славсько, вул. Олени Степанівни, 7",slavsklis@ukr.net/0325142488,4624555700,1739.78,42.82,0.04,3.0,0.0,39.78
34854205,Квартирно-експлуатаційний відділ м. Львів,"79007, м. Львів, вул. Батуринська, 2",/(032)255-74-80,4610100000,1725.9,7.0,0.3,0.4,0.4,5.9
33296918,"ТОВ ""Бейкер -Україна""","Львівська обл.Яворівський р-н.,м.НОВОЯВОРІВСЬК ВУЛ.Шевченка, 22",info@baker.com.ua/38(03259)70049,4625810500,1699.4,665.8561,0.1791,0.277,0.0,665.4
38700696,"ПП ""ГАЛХЛІБОПРОДУКТ""","79031, м. Львів, вул. Стрийська, 195",/0000000,4600000000,1689.676,639.886,0.21000000000000002,0.0,0.0,639.676
30650753,"ТзОВ ""Успіх БМ""","79053, м. Львів, вул. В. Великого, 42/56",yspixbm@ukr.net/270-21-50,4610136800,1687.148,25.78,0.0,3.242,0.89,21.648000000000003
35784290,"ТзОВ ІІ ""Хенкель Баутехнік (Україна) філія в м. Миколаїв""","07301, Київська обл., м. Вишгород, вул. Новопромислова, 2",/0322427506,4623010100,1684.023,422.36280000000005,0.08280000000000001,1.6,1.0070000000000001,419.673
39420875,Львівська митниця ДФС,"80316, Львівська обл., Жовківський р-н., с. Рата, вул. Гребінська, 28",/0322589952,4625855600,1670.7399999999998,650.944,0.20400000000000001,0.0,0.0,650.74
36417791,"ТзОВ ""ШОКООООООООЛАД""","79020, м. Львів, вул. Поштова, 16А",/0000000,4610137500,1653.236,571.9523,0.2163,0.0,0.0,571.736
01984530,"КЗ ЛОР ""Львівський обласний клінічний психоневрологічний диспансер""","79017, м. Львів, вул. Коциловського, 30",/0322752111,4610137200,1632.6053,174.628,0.20070000000000002,0.91,0.012,173.5053
14310460,"Товариство з додатковою відповідальністю ""Бориславський завод ""РЕМА""","82300, Львівська обл., м. Борислав. вул. Сосюри,45",plant@bzrema.com/(03248)5-23-58,4610300000,1615.959,66.629,0.28,0.29000000000000004,0.1,65.959
38114294,"ТзОВ ""Завод Стеко""","80371, Львівська обл., Жовківський р-н., с. Надичі, вул. Артільна, 11",/25231851,4600000000,1610.076,402.3879999999999,0.012,2.3,0.0,400.07599999999996
36142288,"ТОВ ""Жорж Матаі Україна""","81150, Львівська обл., Пустомитівський р-н., с. Сокільники, вул. Львівська бічна, 11",olga.obryezanova@matai.de/0322537448,4623686401,1605.857,211.136,0.279,0.0,0.0,210.857
25551988,"ТзОВ ""Факро Львів""","79040, м. Львів, вул. Городоцька, буд. 355 Б",/0630565006,4610136300,1601.12,233.348,0.14800000000000002,0.08,12.0,221.12
33129018,"Фермерське господарство ""Щедрий дар Марії""","82030, Львівська обл., Старосамбірський р-н., с. Лютовиська",mariadar33@ukr.net/(032)3834631,4625183101,1596.2580000000003,807.838,0.0,1.58,0.0,806.258
39392543,"ТзОВ ""Стрийський паркет""","82462, Львівська обл., Стрийський р-н., с. Слобітка, вул. Возз'єднання, 8",/0324532403,4625384605,1581.02,928.844,0.11,0.20400000000000001,0.01,928.52
35145549,"ПП ""Шипшина""","79040, м. Львів, вул. Городоцька, 357",u.sokil@shyp-shyna.com.ua/0504347614,4610136300,1576.27,524.877,0.0,2.107,0.0,522.77
07930854,Яворівська квартирно-експлуатаційна частина району,"81000, Львівська обл., м. Яворів, вул. Львівська, 19",/00000,4625810100,1574.64,515.572,0.132,0.8,0.0,514.64
30539282,"ТзОВ ""Геос-Львів""","79034, м. Львів, вул. Угорська, 14",/0322419764,4610136800,1571.0,571.2,0.2,0.0,0.0,571.0
30703443,"ПП ""Шенгофер і К""","81053, Львівська обл., Яворівський р-н., м. Новояворівськ, вул. Зелена, буд. 22",epz_sheng@mail.ru/032-597-00-94,4625810500,1569.308,37.4855,0.0435,2.6340000000000003,0.0,34.808
04525679,"ПАТ ""Укртрансгаз"" філія УМГ ""Львівтрансгаз"" Опарське ВУ ПЗГ","01021, м. Київ узвіз Кловський, 9/1",bilyak-ga@utg.ua/244-78-3-72,4621200000,1563.875,37.042,0.099,2.068,0.0,34.875
01997645,"Комунальне некомерційне підприємство ""8-а міська клінічна лікарня м. Львова""","79034, м. Львів, вул.Навроцького,23",borys0@ukr.net/(032) 236-7403,4610136800,1489.518,789.6580000000001,0.14,0.0,0.0,789.518
32730400,"ТОВ ""Каргілл Енімал Нутрішн""","81083, Львівська область, Яворівський р-н, с. Жорниська, комплекс ""Ямельня-1""",volodymyr_vakh@cargill.com/+380503721904,4625883602,1480.4,561.88,0.07999999999999999,1.0,0.4,560.4
36828617,"ТОВ ""Горизонти""","79005, м. Львів, вул. Академіка Павлова, буд. 6ц., кв. 7",/0673421869,4610137200,1440.0,97.8032,0.0072,2.522,0.9740000000000001,94.3
01997768,"КНП ЛОР ""Львівський обласний центр превенції та терапії узалежнень""","79007, м. Львів, вул. Б. Лепкого, 8",/03225555521,4610136600,1438.194,88.464,0.27,0.0,0.0,88.194
32599783,"ДП ""Холгер Крістіансен Продакшн Україна"" компанії ""Холгер Крістіансен А/С""","81033, Львівська обл., Яворівський р-н., смт. Краковець, вул. М. Вербицького, 42",/03259 60 190,4625855600,1429.1,230.23999999999998,0.14,1.0,0.0,229.1
46101000,"ТОВ ""Метро Кеш енд Кері Україна"" ТЦ-37 м. Львів, 2","79032, м. Львів, вул. Дж. Вашингтона, 8Г",Ls.store37@metro.ua/0322426869,4600000000,1420.0,650.154,0.154,0.0,0.0,650.0
13806807,"ТОВ ""ЕЛЕКС""","79060, м. Львів, вул. Наукова, буд. 7г",office@eleks.com/0322971251,4610136900,1411.382,195.77820000000003,0.2262,0.17,0.0,195.38199999999998
34167054,"ПП ""ЦЕНТРОБУД""","79034, м. Львів, вул. Навроцького, буд. 25",/0000000,4610136800,1408.788,373.99500000000006,0.20700000000000002,0.0,0.0,373.788
36676494,"ТзОВ ""Ембавуд Україна""","81400, Львівська обл., м. Самбір, вул. В'ячеслава Чорновола, 36",/0323660594,4610900000,1404.325,488.4403,0.13530000000000003,0.48,0.0,487.825
32747220,Славське комунальне каналізаційне підприємство,"806607, Львівська обл., Сколівський р-н., смт. Славське, вул. Івасюка, 10",/0325142162,4624555700,1371.2339,243.32550000000003,0.1296,0.962,0.0,242.2339
25234213,"Товариство з обмеженою відповідальністю ""Лаура""","79021, м.Львів, вул.Садова, 2-А/12",natalia20090801@gmail.com/0503171885,4610136300,1345.649,180.88199999999998,0.23299999999999998,0.0,0.0,180.649
32053294,"ПП ""Чорний""","79058, м. Львів, вул. Куліша, 45/15",/0676760157,4610136600,1342.65,114.96600000000001,0.016,2.3000000000000003,0.0,112.65
33711331,"ТзОВ РСП ""Шувар""","79070, м. Львів, вул. Хуторівка, 4-б",/00000000,4610136800,1342.6,442.78000000000003,0.18,0.0,0.0,442.6
01996792,"КЗ ЛОР ""Львівський онкологічний регіональний лікувально-діагностичний центр""","79031, м. Львів, вул. Гашека, 2а",/0322954085,4610136800,1341.3,212.21,0.15,0.76,0.0,211.3
01553066,"ПрАТ ""Комерція""","79035, м. Львів, вул. Зелена, 147",/0504311908,4610100000,1336.122,206.38400000000001,0.222,0.04,0.0,206.122
30203135,"ПП ""МЕДІС""","79058, м. Львів, Галицький р-н., вул. Куліша, буд. 47, кв. 1А",info@medis.com.ua/0322602500,4610136600,1296.2060000000001,66.308,0.24300000000000005,0.0,0.309,65.756
19358632,Публічне акціонерне товариство «ВіЕс Банк»,"79000,м.Львів,вул.Грабовського.11",borys0@ukr.net/032 297-69-89,4610136900,1276.45,262.36400000000003,0.124,0.79,0.0,261.45
38798071,"ТзОВ ""Вест Євро Транс""","81646, Львівська обл., Миколаївський р-н., с. Київець, вул. Держівська, 1",westevrotrans@gmail.com/0676751254,4623084201,1257.646,21.56,0.0,2.435,0.429,18.695999999999998
02070996,Національний лісотехнічний університет України,"79057, м. Львів, вул. Ген. Чупринки, 103",/0322377990,4610136900,1250.466,455.706,0.15,0.09,0.0,455.466
37958251,"ТзОВ ""Дослідно-механічний завод ""Карпати""","81652, Львівська обл., м. Новий Розділ, вул. Ходорівська, 4",dmzk@ukr.net/0326124522,4610800000,1236.5,586.99,0.09,0.4,0.0,586.5
00992438,"ДП ""Жовківське лісове господарство""","80300, Львівська обл., м. Жовква, вул. Лісна, 3",/03252 61838,4622710100,1191.6,542.9,0.0,1.3,0.0,541.6
25234325,"МКП ""Жидачівводоканал""","81700, Львівська обл., м. Жидачів, вул. Зелена, 38",zhudachiv-vodokanal@ukr.net/0326124522,4624510100,1179.34,65.949,0.069,1.54,0.0,64.34
32894162,"ТОВ ""Українська панчішна компанія""","79032, м. Львів, вул. Пасічна, 93",upk@upk.lviv.ua/0322418050,4610137200,1169.9430000000002,70.163,0.22,0.0,0.0,69.943
31678998,"ТзОВ ""Хінкель-Когут""","81500, Львівська обл., м. Городок, вул. Комарнівська, 67",/0323132507,4620910100,1162.8,700.7255,0.0555,0.37,0.0,700.3000000000001
03327227,"ПАТ ""Сколівське кар'єроуправління""","82634, Львівська обл., Сколівський р-н., с. Гребенів, вул. Шевченка, 44",sky@bfg.lviv.ua/0631714538,4624581401,1160.0,12.3,0.0,2.3,0.0,10.0
22362258,"КП ""Розділжитлосервіс""","м. Новий Розділ, вул. Грушевського, 37",/0633149321,4610800000,1154.53,470.90000000000003,0.0,1.37,0.0,469.53
30999883,"ТзОВ ""Гніздичів""","81740, Львівська обл., Жидачівський р-н., смт. Гніздичів, вул. Грушевського, 1",/0676706867,4621500000,1143.3656,113.6559,0.0303,1.7599999999999998,0.0,111.8656
37136008,"ТзОВ ""ММ-Пласт""","82400, Львівська обл., м. Стрий, вул. Шухевича, 30",mmplast2012@gmail.com/0324577680,4600000000,1140.405,79.7645,0.0295,1.83,0.0,77.905
32448978,"ТзОВ ""Галичпродукт""","80100, Львівська обл., м. Червоноград, вул. Львівська, 19",/0324949900,4611800000,1140.0,1140.0,0.0,0.0,0.0,1140.0
30648990,"ТзОВ ""Енергомонтажвентиляція""","80411, Львівська обл., Кам'янка-Бузький р-н., с. Матяші, вул. Центральна, 14в",energomontazh2000@gmail.com/0997797371,4622185915,1126.0,38.18,0.0,2.18,0.0,36.0
33260662,"ЛФ ТОВ ""Інтертрансгруп""","03049, м. Київ, вул. архітектора Кобелєва, 1/7",/2989241,4600000000,1120.3,71.86,0.060000000000000005,1.5,0.0,70.3
22402902,"СП ""Бориславська нафтова компанія""","Львівська обл., м. Борислав, вул. Шкільна, 28А",oilcompany@ykr.net/0324842783,4610300000,1105.463,69.5635,0.0275,0.573,12.5,56.463
3266405366,ФОП Поросюк Л.М.,"79052, м. Львів, вул. Роксоляни, 10/7",/0978433662,4610136300,1096.0,92.0012,0.0012,2.0,0.0,90.0
33406527,"ДП ""ЮСЕНКО Україна""","79000, м. Львів, пл. Міцкевича, 8",Snizhana.Buryak@cadoganpetroleum.com/(032)2422310,4610136600,1091.402,364.54850000000005,0.010499999999999999,0.28600000000000003,10.85,353.40200000000004
3019614311,ФОП Фундела Т.П.,"79495, Львівська обл., м. Винники, вул. Кільцева, 4/49",/0674343886,4610137200,1086.0,82.0012,0.0012,2.0,0.0,80.0
31804036,"ТзОВ НВП ""Гетьман""","79024, м. Львів, вул. Волинська, 10-а",/00000,4610137500,1080.0,480.12,0.12,0.0,0.0,480.0
00114057,"ПрАТ ""Центр енергетичних інновацій""","79005, м. Львів, вул. Ш. Руставелі, 7",/0322390401,4610137200,1073.83,109.023,0.193,0.0,0.0,108.83
38901960,"ТзОВ ""СПОРТ-КАСТА""","01014, м. Київ, вул. Катерини Білокур, буд. 1, офіс 23",/09750747,4610100000,1065.62,69.3193,0.1993,0.0,0.0,69.12
03348465,"Львівське комунальне підприємство транспортна фірма ""Львівспецкомунтранс""","79019, м. Львів, Шевченківський район, вул. Жовківська, 18",/252-10-62,4610137500,1046.444,13.514000000000003,0.0,2.0700000000000003,0.0,11.444000000000003
34086798,ТзОВ ім. Маркіяна Шашкевича,"80714, Львівська обл., Золочівський р-н., с. Почапи",/0326554734,4621885801,1037.7,9.45,0.0,2.04,0.21000000000000002,7.2
33550545,"Львівська філія ТзОВ ""ОРЛАН-ТРАНС-ГРУП""","03148, м. Київ, вул. Жмеринська, 30 ; 79024, Львівська обл., м. Львів, вул. Пластова, 4",/0322 940 305,4610137200,1034.58,76.594,0.045000000000000005,1.4689999999999999,0.0,75.08
31778022,ТОВ «Карпатські мінеральні води»,"01011, м.Київ, вулиця Олександра Копиленка, 3 кв.7",s.hirilova@kmw.com.ua/0979466572,4621887601,1034.164,628.976,0.0,0.8119999999999999,0.0,628.164
20760210,Державне підприємство «Дослідне господарство «Оброшине»,"81118, Львівська область,Пустомитівський район,с. с.Ставчани,вул.Стуса,5",borys0@ukr.net/+380678500323,4623687001,1025.17,47.093999999999994,0.004,1.92,0.0,45.17
30000286,"ПП ""Агро-Прогрес""","80552, Львівська обл., Буський р-н., с. Задвір'я",agroprogres@ukr.net/0326441573,4620682001,1022.1840000000001,185.04999999999998,0.09,0.776,0.0,184.18399999999997
20837154,"ТзОВ ""Акцент""","81083, Львівська обл., Яворівського р-ну, с. Домажир",/0322638417,4625883601,1010.0,662.264,0.048,0.21600000000000003,0.0,662.0
22354810,"ФГ ""Лелик""","80362, смт.Куликів, вул.Яворницького, 1",/+380506617140,4622755600,995.5,22.45,0.0,1.95,0.0,20.5
35784291,"""Хенкель Баутехнік (Україна) філія в м. Миколаїв","07300, Київська обл., м. Вишгород, вул. Новопромислова, 2",andriy.danylovych@henkel.com/032-242-75-06,4623010100,995.2969999999999,212.19860000000003,0.0696,0.8220000000000001,0.51,210.797
00992473,"ДП ""Сколівське лісове господарство""","82600, Львівська обл., Сколівський р-н., м. Сколе, вул. Стрийська, 30",/025121929,4624510100,994.5600000000001,591.44,0.0,0.8,0.08,590.5600000000001
22333593,"Комунальне підприємство ЛОР ""Львівська станція швидкої медичної допомоги""","79059, м. Львів, вул. П. Орлика, 6",lviv03@ukr.net/032-294-04-71,4610137500,989.326,81.05600000000001,0.01,1.7200000000000002,0.0,79.326
01153133,"АТ ""Укртрансгаз"" філія УМГ ""Прикарпаттрансгаз"" Бібрське ЛВУМГ Бібрський проммайданчик","01021, м. Київ, Узвіз Кловський, 9/1",borsuk-ua@utg.ua/23143290,4600000000,985.1320000000001,37.922,0.012,1.778,0.0,36.132
35108740,"ТзОВ ""Електроконтакт Україна""","81200, львівська обл., м. Перемишляни, вул. Топольна, 1",/032272762,4623310100,984.1,74.47999999999999,0.18,0.0,0.2,74.1
32460604,Львівський державний університет Фізичної культури,"79007, м. Львів, вул. Костюшка, буд. 11",/2553214,4610136600,974.3499999999999,420.346,0.108,0.0,0.28800000000000003,419.95
30822837,"ПрАТ ""Львівський лікеро-горілчаний завод""","79024, м. Львів, вул. М. Кордуби, 2",/0322948778,4600000000,972.946,298.783,0.057,0.78,0.0,297.946
31475513,Підприємство житлово-комунального господарства Моршинської міської ради,"82482, Львівська обл., м. Моршин, вул. Привокзальна, 47",/0000000,4610700000,971.9759999999999,53.492000000000004,0.036000000000000004,1.4800000000000002,0.0,51.976
32789941,"ТзОВ НВП ""Енергія-Новояворівськ""","81053,Львівська обл., Яворівський р-н., м. Новояворівськ, вул. Пасічника, 1",/25641563,4625810500,964.742,35.522,0.12,0.6599999999999999,0.0,34.742000000000004
2725905873,ФОП Кірюшкін С.В.,"м. Львів, вул. Богдана Хмельницького, 73 кв. 7",Galina.trial@bigmir.net/0322520528,4610137500,948.6982,2.0986,0.0348,1.5356,0.13,0.3982
14370485,"ТзОВ спеціалізоване підприємство ""ЕККО""","79040, м. Львів, вул. Городоцька, 282",drabyk@ekko.lviv.ua/0322400250,4620000000,947.4420000000001,527.5260000000001,0.084,0.0,0.0,527.442
32300101,"ТзОВ ""Бистриця-Керамік""","82100, м. Дрогобич, вул. Зарічна, 34",bystrycial@ukr.net/0985777364,4610600000,936.7340000000002,876.854,0.0,0.12000000000000001,0.0,876.734
23965355,"ПП ""Соріс""","80100, Львівська обл., м. Червоноград, пр. Шевченка, 14а",/(032249)20333,4611800000,922.13,2.972,0.0,1.842,0.0,1.13
34904727,"ТзОВ ""Галицька Кабельна Компанія""","80434, Львівська обл., Кам'янка-Бузький р-н., с. Велике Колодно, вул. Б. Хмельницького, 39А",/0322295023,4622181201,917.754,623.2180000000001,0.014,0.45,0.0,622.754
30338348,"ПП ""Єврофлекс""","79019, м. Львів, вул. Жовківська, 22",/0322522025,4610137500,900.2705,360.37850000000003,0.108,0.0,0.0,360.27049999999997
20777340,"ТзОВ ""Шувар""","79070, м. Львів, вул. Чукаріна, 6",/00000000,4610136800,900.0,0.18,0.18,0.0,0.0,0.0
00446374,"ПАТ ""Бродівський завод сухого знежиреного молока""","80600, Львівська обл., м. Броди, вул. І. Богуна, 3",/0326627010,4620310000,878.944,393.6849999999999,0.061,0.0,3.68,389.944
39107560,"ТзОВ ""Готельний комплекс ""Таурус""","79016, м. Львів, пл. Князя Святослава, 5",/2333186,4610136300,878.6759999999999,38.844,0.16799999999999998,0.0,0.0,38.676
33476964,"ТзОВ ""Агро Фрутіка Бишків""","80333, Львівська обл., Жовківський р-н., с. Бишків, вул. Центральна, 17",taras.hook@frutica.com.ua/(03252) 62075,4622780801,877.8,2.509,0.009,1.66,0.04,0.8
20761149,"Комунальне некомерційне підприємство ""4-а міська поліклініка м. Львова""","79022, м.Львів, вул..Симоненка,4",borys@ukr.net/032 263-51-96,4610136900,870.8070000000001,175.94600000000003,0.13899999999999998,0.0,0.0,175.807
32894618,"ТОВ ""Максимуслаб""","79014, м. Львів, вул. Котика, 4",info@mmlab.com.ua/0322601464,4610137200,857.466,46.1283,0.1623,0.0,0.0,45.966
40100940,"ТОВ ""ВЕМАКО""","79495, м. Львів-Винники, вул. Виробнича, 1",taras.shchur@gmail.com/0676709751,4610160300,831.92,59.352000000000004,0.132,0.0,2.3000000000000003,56.92
22342296,"ТзОВ ""Буське сорто-насінницьке підприємство""","80530, Львівська обл., Буський р-н., с. Ожидів",/0967810617,4620355400,812.2,707.356,0.006,0.15,0.0,707.2
36248920,"ТзОВ ""Ніко Захід Моторс""","79019, м. Львів, вул. Липинського, 50 Б",/2989551,4610100000,804.076,39.931,0.075,0.78,0.0,39.07600000000001
36211644,"ТзОВ ""Княжі Лани""","80733, Львівська обл., Золочівський р-н., с. Княже, вул. Шевченка, 47",/0326554772,4621883301,803.266,20.299,0.004,1.5290000000000001,0.0,18.766
31526164,"ТзОВ ""Репро Студія Діалог""","79040, м. Львів, вул. Городоцька, 282",petro@rsd.lviv.ua/0322321115,4620000000,799.8,4.42,0.10800000000000001,0.512,0.0,3.8
05432684,"КП ""Стрийтепло""","82400, Львівська обл., м. Стрий, вул. Новаківського, 9",/0324541284,4611200000,794.14,225.22599999999997,0.006,1.0799999999999998,0.0,224.14
33321489,"ТзОВ ""Виробниче підприємство ""Будпромвиріб""","82435, Львівська область, Стрийський р-н., с. Грабовець,вул. Поповича, 32 а",/0324544145,4625380601,793.75,179.791,0.020999999999999998,1.02,0.0,178.75
46209101,38169055,"81500, Львівська обл., Городоцький р-н., м. Городок, вул. Львівська, 274 а",a.barniak@tbfruit.com/0673630256,4620910100,786.983,237.903,0.02,0.9,0.0,236.983
30336890,"Корпорація ""Енергоресурс-Інвест""","79035, м. Львів, вул. Зелена, 131",info.energoresurs@ukr.net/0322255439,4610137200,786.9000000000001,87.75999999999999,0.06,0.8,0.0,86.9
31804130,"ТзОВ ""Торговий центр ""Привокзальний""","79018, м. Львів, вул. Федьковича, 34-б",/00000000,4610100000,780.0,180.12,0.12,0.0,0.0,180.0
33628378,"Товариство з обмеженою відповідальністю ""Декарест""","82100 Львівська обл. м.Дрогобич вул.Гайдамацька,26",2016yaroslav@ukr.net/0976108451,4610600000,776.25,251.35500000000002,0.10500000000000001,0.0,0.0,251.25
03348956,"ЛКП ""Шляхово-ремонтне підприємство Личаківського району""","79035, м. Львів, вул. Пасіки Галицькі, 7",lkp@lviv.farlep.net/032447432,4610137200,771.8489999999999,78.194,0.005,1.3399999999999999,0.0,76.849
30706140,"ТзОВ ""Поліуретанові технології""","79038, м. Львів, вул. Садівнича, буд. 9 кв. (офіс)2",/0322402178,4610137200,757.1,28.236,0.036,1.0999999999999999,0.0,27.1
37815064,"ТзОВ ""СПОРТ-СЕТ""","01014, м. Київ, вул. Катерини Білокур, буд. 1, офіс 23",/0975071947,4610100000,745.8000000000001,28.943399999999997,0.1434,0.0,0.0,28.799999999999997
33648532,"ТОВ ""Гасер-Європа""","81160, Львівська обл., Пустомитівський р-н., смт. Щирець, вул. Б. Лепкого, 1",/0323067859,4623655500,745.0500000000001,10.197,0.14700000000000002,0.0,0.0,10.05
03335511,"ПрАТ ""Львівське спеціалізоване будівельно-монтажне управління No1""","79040, м. Львів, вул. Конюшинна, 14",/0322627320,4610136300,737.4680000000001,181.557,0.0,1.095,0.194,180.26799999999997
32285581,"ТОВ ""Дюна-Веста""","80100, Львівська обл., м.Червоноград, вул. Б.Хмельницького, 67",info@duna.ua/0324941342,4611800000,728.0809999999999,233.17999999999998,0.099,0.0,0.0,233.081
05785017,"ДП ""Львівський державний ювелірний завод""","79060, м. Львів, вул. Академіка Підстригача, 2",dplduz@gmail.com/2632472,4610136900,723.7249999999999,44.041,0.11599999999999999,0.2,0.0,43.725
33282218,"Філія ""Львів-молоко"" ПрАТ ""Тернопільський молокозавод""","вул. Зелена, 301, м. Львів,79066",sbuh.lviv@molokija.com/(032)2418164,4610136800,720.6779999999999,3.7623999999999995,0.0,1.2953999999999999,1.439,1.028
36738288,"ТзОВ ""Млин Агро""","81772, Львівська обл., Жидачівський р-н., с. Млиниська, вул. І.Франка, 4г",mlynagro2@gmail.com/0972711441,4600000000,720.31,6.712999999999999,0.003,1.4,0.0,5.31
01984263,"КНП ЛОР ""Львівська обласна інфекційна клінічна лікарня""","79010, м. Львів, вул. Пекарська, 54",infekcia@ukr.net/0322755405,4610137200,716.444,248.53759999999997,0.0936,0.0,0.0,248.444
22395766,"ТзОВ ""Львівський центр по розвитку та захисту господарських формувань""",4610137200,/0324564172,4610137200,715.532,8.7716,0.0196,1.22,0.0,7.532
00291109,"ПрАТ ""Дрогобицьке заводоуправління будівельних матеріалів""","82100, Львівська обл., м. Дрогобич, вул. Трускавецька, 73",dzubm@ukr.net/0324431505,4610600000,715.532,8.7716,0.0196,1.22,0.0,7.532
20810310,"ТзОВ ""ФАРМА ЛАЙФ""","79040, м. Львів, вул. Д. Апостола, 2",/0000000,4610136300,713.6640000000001,149.029,0.08499999999999999,0.28,0.0,148.664
30028600,"ТзОВ ""Дунапак-Україна""","81500, Львівська обл., Жидачівський р-н., м. ГХодорів, вул. Стрілецька, 11",/0322901640,4621510500,706.224,58.709999999999994,0.09,0.396,0.0,58.22399999999999
35413749,"ТзОВ ""Енергія-Тепловодосервіс""","81052, Львівська обл., Яворівський р-н., с. Старичі, вул. Шевченка, 23",/0325642063,4625888501,701.3079,158.8949,0.0,1.087,0.0,157.80790000000002
31803425,"ДП ""Львівський дорсервіс"" ВАТ ""ДАК ""Автомобільні дороги України""","81440, Львівська обл., Самбірський р-н., м. Рудки, вул. Самбірська, 21",/0323699165,4624210400,694.0060000000001,20.305999999999997,0.0,0.92,4.38,15.006
